                   l            thetaxbin         thetaxbindev            thetaybin         thetaybindev            thetazbin         thetazdevbin
 l=          10
                 115    -0.49973271088591     0.00000000000000    -0.47050199749011     0.00000000000000     0.97023470837602     0.00000000000000
                 116    -0.49782355509594     0.00000000000000    -0.43131900420009     0.00000000000000     0.92914255929603     0.00000000000000
                 117    -0.49982674892938     0.00000000000000    -0.48554463007057     0.00000000000000     0.98537137899995     0.00000000000000
                 118    -0.49802514716271     0.00000000000000    -0.45035945380598     0.00000000000000     0.94838460096869     0.00000000000000
                 119    -0.49977974598347     0.00000000000000    -0.47882593890988     0.00000000000000     0.97860568489335     0.00000000000000
                 120    -0.49819679980987     0.00000000000000    -0.45248209581269     0.00000000000000     0.95067889562255     0.00000000000000
                 121    -0.49910359767520     0.00000000000000    -0.47768744088569     0.00000000000000     0.97679103856089     0.00000000000000
                 122    -0.49930045822935     0.00000000000000    -0.48810990513935     0.00000000000000     0.98741036336870     0.00000000000000
                 123    -0.49883104790769     0.00000000000000    -0.42556928941617     0.00000000000000     0.92440033732386     0.00000000000000
                 124    -0.49928762871640     0.00000000000000    -0.49651458555146     0.00000000000000     0.99580221426786     0.00000000000000
                 125    -0.46331442698336     0.00000000000000    -0.43521037723117     0.00000000000000     0.89852480421452     0.00000000000000
                 126    -0.49922055263640     0.00000000000000    -0.44591793106871     0.00000000000000     0.94513848370512     0.00000000000000
                 127    -0.49993463251941     0.00000000000000    -0.49682954239149     0.00000000000000     0.99676417491090     0.00000000000000
                 128    -0.49928960550455     0.00000000000000    -0.48036580026124     0.00000000000000     0.97965540576580     0.00000000000000
                 129    -0.49915640121474     0.00000000000000    -0.47201377593509     0.00000000000000     0.97117017714984     0.00000000000000
                 130    -0.47170483495538     0.00000000000000    -0.44235926400886     0.00000000000000     0.91406409896425     0.00000000000000
                 131    -0.47954198687462     0.00000000000000    -0.47524190123751     0.00000000000000     0.95478388811214     0.00000000000000
                 132    -0.49589723644398     0.00000000000000    -0.46702068489265     0.00000000000000     0.96291792133663     0.00000000000000
                 133    -0.49927275754636     0.00000000000000    -0.48175178928909     0.00000000000000     0.98102454683545     0.00000000000000
                 134    -0.49695261157409     0.00000000000000    -0.46108056047678     0.00000000000000     0.95803317205088     0.00000000000000
                 135    -0.49977616488539     0.00000000000000    -0.48513977054183     0.00000000000000     0.98491593542722     0.00000000000000
                 136    -0.49992843452797     0.00000000000000    -0.49432564245418     0.00000000000000     0.99425407698215     0.00000000000000
                 137    -0.49973447815561     0.00000000000000    -0.49394321370080     0.00000000000000     0.99367769185642     0.00000000000000
                 138    -0.49973457648826     0.00000000000000    -0.48350629969389     0.00000000000000     0.98324087618215     0.00000000000000
                 139    -0.49941482675140     0.00000000000000    -0.46442868361728     0.00000000000000     0.96384351036867     0.00000000000000
                 140    -0.49880922916472     0.00000000000000    -0.44051819033509     0.00000000000000     0.93932741949981     0.00000000000000
                 141    -0.49925094274964     0.00000000000000    -0.47803878905370     0.00000000000000     0.97728973180334     0.00000000000000
                 142    -0.47215988591890     0.00000000000000    -0.47033437364399     0.00000000000000     0.94249425956289     0.00000000000000
                 143    -0.49954327018979     0.00000000000000    -0.48548421358467     0.00000000000000     0.98502748377446     0.00000000000000
                 144    -0.49974299674577     0.00000000000000    -0.49251323996196     0.00000000000000     0.99225623670773     0.00000000000000
                 145    -0.47402115606932     0.00000000000000    -0.45483608241731     0.00000000000000     0.92885723848664     0.00000000000000
                 146    -0.49812201829367     0.00000000000000    -0.42374932293242     0.00000000000000     0.92187134122609     0.00000000000000
                 147    -0.49922288027674     0.00000000000000    -0.47978199697077     0.00000000000000     0.97900487724751     0.00000000000000
                 148    -0.49912773171278     0.00000000000000    -0.45151049582409     0.00000000000000     0.95063822753687     0.00000000000000
                 149    -0.49955729257345     0.00000000000000    -0.47163368431704     0.00000000000000     0.97119097689049     0.00000000000000
                 150    -0.49934506750551     0.00000000000000    -0.48097267375395     0.00000000000000     0.98031774125945     0.00000000000000
                 151    -0.49940330770799     0.00000000000000    -0.49087668908403     0.00000000000000     0.99027999679202     0.00000000000000
                 152    -0.49903883852366     0.00000000000000    -0.48815839655443     0.00000000000000     0.98719723507809     0.00000000000000
                 153    -0.45401629533472     0.00000000000000    -0.42250833083002     0.00000000000000     0.87652462616475     0.00000000000000
                 154    -0.49782509372338     0.00000000000000    -0.39335108405831     0.00000000000000     0.89117617778169     0.00000000000000
                 155    -0.49986744444047     0.00000000000000    -0.47807552578851     0.00000000000000     0.97794297022898     0.00000000000000
                 156    -0.49896934506027     0.00000000000000    -0.47688459356737     0.00000000000000     0.97585393862764     0.00000000000000
                 157    -0.49925499640273     0.00000000000000    -0.48109155047308     0.00000000000000     0.98034654687582     0.00000000000000
                 158    -0.47311367826136     0.00000000000000    -0.47105213750696     0.00000000000000     0.94416581576832     0.00000000000000
                 159    -0.49965779443079     0.00000000000000    -0.48145573577389     0.00000000000000     0.98111353020468     0.00000000000000
                 160    -0.49923211406690     0.00000000000000    -0.47336089612989     0.00000000000000     0.97259301019679     0.00000000000000
                 161    -0.49938136925016     0.00000000000000    -0.47658793585906     0.00000000000000     0.97596930510922     0.00000000000000
                 162    -0.49957478755124     0.00000000000000    -0.47175327476949     0.00000000000000     0.97132806232072     0.00000000000000
                 163    -0.49558364832853     0.00000000000000    -0.46073073579086     0.00000000000000     0.95631438411939     0.00000000000000
                 164    -0.49941578120553     0.00000000000000    -0.49355025013080     0.00000000000000     0.99296603133632     0.00000000000000
                 165    -0.49993906247829     0.00000000000000    -0.49390860737096     0.00000000000000     0.99384766984924     0.00000000000000
                 166    -0.49828725963223     0.00000000000000    -0.44937426148699     0.00000000000000     0.94766152111922     0.00000000000000
                 167    -0.47446998786475     0.00000000000000    -0.45953484546213     0.00000000000000     0.93400483332687     0.00000000000000
                 168    -0.49955584285272     0.00000000000000    -0.46239386486212     0.00000000000000     0.96194970771484     0.00000000000000
                 169    -0.49898241683883     0.00000000000000    -0.42819544300343     0.00000000000000     0.92717785984226     0.00000000000000
                 170    -0.47755299964427     0.00000000000000    -0.45061950179596     0.00000000000000     0.92817250144023     0.00000000000000
                 171    -0.49965799183121     0.00000000000000    -0.49348442568776     0.00000000000000     0.99314241751898     0.00000000000000
                 172    -0.49929688353944     0.00000000000000    -0.48656572618648     0.00000000000000     0.98586260972592     0.00000000000000
                 173    -0.49905530642989     0.00000000000000    -0.42471712172295     0.00000000000000     0.92377242815284     0.00000000000000
                 174    -0.49812980065603     0.00000000000000    -0.44113374832433     0.00000000000000     0.93926354898036     0.00000000000000
                 175    -0.49953414545575     0.00000000000000    -0.46929532625533     0.00000000000000     0.96882947171109     0.00000000000000
                 176    -0.49983022255782     0.00000000000000    -0.47504554702856     0.00000000000000     0.97487576958638     0.00000000000000
                 177    -0.49913831671039     0.00000000000000    -0.42884990979259     0.00000000000000     0.92798822650297     0.00000000000000
                 178    -0.49934558096191     0.00000000000000    -0.48522701910417     0.00000000000000     0.98457260006608     0.00000000000000
                 179    -0.49982056558792     0.00000000000000    -0.46866755049577     0.00000000000000     0.96848811608369     0.00000000000000
                 180    -0.49916363312885     0.00000000000000    -0.45865886265617     0.00000000000000     0.95782249578502     0.00000000000000
                 181    -0.48225532068402     0.00000000000000    -0.43625104501950     0.00000000000000     0.91850636570353     0.00000000000000
                 182    -0.49929720280870     0.00000000000000    -0.47338243878537     0.00000000000000     0.97267964159407     0.00000000000000
                 183    -0.49980691000270     0.00000000000000    -0.49745627221895     0.00000000000000     0.99726318222166     0.00000000000000
                 184    -0.49785864263512     0.00000000000000    -0.44742624457228     0.00000000000000     0.94528488720739     0.00000000000000
                 185    -0.49978093674633     0.00000000000000    -0.47745611494893     0.00000000000000     0.97723705169525     0.00000000000000
                 186    -0.49887622184723     0.00000000000000    -0.47429364614612     0.00000000000000     0.97316986799335     0.00000000000000
                 187    -0.49904870849383     0.00000000000000    -0.48370453546183     0.00000000000000     0.98275324395566     0.00000000000000
                 188    -0.49942980731669     0.00000000000000    -0.48353090614639     0.00000000000000     0.98296071346308     0.00000000000000
                 189    -0.47818088980641     0.00000000000000    -0.44498536634292     0.00000000000000     0.92316625614933     0.00000000000000
                 190    -0.49959525226894     0.00000000000000    -0.45344020673710     0.00000000000000     0.95303545900604     0.00000000000000
                 191    -0.49847646065139     0.00000000000000    -0.47699762891011     0.00000000000000     0.97547408956150     0.00000000000000
                 192    -0.49981906984269     0.00000000000000    -0.49123032941190     0.00000000000000     0.99104939925458     0.00000000000000
                 193    -0.49942595067565     0.00000000000000    -0.48419966725667     0.00000000000000     0.98362561793232     0.00000000000000
                 194    -0.49948456832872     0.00000000000000    -0.47267992741077     0.00000000000000     0.97216449573948     0.00000000000000
                 195    -0.49937849301355     0.00000000000000    -0.47498586865802     0.00000000000000     0.97436436167157     0.00000000000000
                 196    -0.49957053846188     0.00000000000000    -0.45715404905154     0.00000000000000     0.95672458751342     0.00000000000000
                 197    -0.49936549356879     0.00000000000000    -0.48604540618016     0.00000000000000     0.98541089974895     0.00000000000000
                 198    -0.47652337071902     0.00000000000000    -0.40578800503819     0.00000000000000     0.88231137575722     0.00000000000000
                 199    -0.49978980975937     0.00000000000000    -0.48552794971678     0.00000000000000     0.98531775947615     0.00000000000000
                 200    -0.49982447130286     0.00000000000000    -0.49755910641908     0.00000000000000     0.99738357772194     0.00000000000000
                 201    -0.46357483594278     0.00041796877501    -0.44169204865508     0.00046395264029     0.90526688459786     0.00084154127681
                 202    -0.49788892980935     0.00003201709463    -0.43086073979504     0.00074106846774     0.92874966960439     0.00077264919575
                 203    -0.49966681786359     0.00014505125430    -0.46413980144231     0.00060917688638     0.96380661930590     0.00046412563208
                 204    -0.49954102699595     0.00018614461393    -0.48033702672343     0.00040129523668     0.97987805371938     0.00058743985060
                 205    -0.49908432834341     0.00000000000000    -0.46458282691495     0.00000000000000     0.96366715525836     0.00000000000000
                 206    -0.49927277572767     0.00000000000000    -0.47652606078069     0.00000000000000     0.97579883650836     0.00000000000000
                 207    -0.49918673856026     0.00000000000000    -0.47894368285257     0.00000000000000     0.97813042141283     0.00000000000000
                 208    -0.49937223214415     0.00000000000000    -0.48738092712159     0.00000000000000     0.98675315926574     0.00000000000000
                 209    -0.47567998525819     0.00000000000000    -0.44294837447758     0.00000000000000     0.91862835973576     0.00000000000000
                 210    -0.49945422247884     0.00000000000000    -0.44525739911091     0.00000000000000     0.94471162158975     0.00000000000000
                 211    -0.49953967362146     0.00000000000000    -0.48458007298179     0.00000000000000     0.98411974660325     0.00000000000000
                 212    -0.49958584042792     0.00000000000000    -0.46642053577908     0.00000000000000     0.96600637620700     0.00000000000000
                 213    -0.49940500399899     0.00000000000000    -0.48569951668374     0.00000000000000     0.98510452068273     0.00000000000000
                 214    -0.47400211583785     0.00000000000000    -0.47218876090410     0.00000000000000     0.94619087674195     0.00000000000000
                 215    -0.49934818254251     0.00000000000000    -0.47249660994785     0.00000000000000     0.97184479249035     0.00000000000000
                 216    -0.49935077550152     0.00000000000000    -0.46806061132692     0.00000000000000     0.96741138682844     0.00000000000000
                 217    -0.49871158678146     0.00000000000000    -0.42903655298340     0.00000000000000     0.92774813976486     0.00000000000000
                 218    -0.49983556641982     0.00000000000000    -0.48054466512875     0.00000000000000     0.98038023154857     0.00000000000000
                 219    -0.49989812373743     0.00000000000000    -0.48170257787328     0.00000000000000     0.98160070161071     0.00000000000000
                 220    -0.48248950746080     0.00000000000000    -0.42717187034382     0.00000000000000     0.90966137780462     0.00000000000000
                 221    -0.49948443386127     0.00000000000000    -0.48007153198342     0.00000000000000     0.97955596584468     0.00000000000000
                 222    -0.49965173654847     0.00000000000000    -0.49409745052741     0.00000000000000     0.99374918707588     0.00000000000000
                 223    -0.49980468547430     0.00000000000000    -0.47626858427623     0.00000000000000     0.97607326975053     0.00000000000000
                 224    -0.49788472029714     0.00000000000000    -0.40290414421645     0.00000000000000     0.90078886451359     0.00000000000000
                 225    -0.49951255777011     0.00000000000000    -0.47484342202013     0.00000000000000     0.97435597979024     0.00000000000000
                 226    -0.48018876868712     0.00000000000000    -0.41501403649188     0.00000000000000     0.89520280517900     0.00000000000000
                 227    -0.49945630198795     0.00000000000000    -0.48997349572689     0.00000000000000     0.98942979771484     0.00000000000000
                 228    -0.49979167903202     0.00000000000000    -0.49231888951334     0.00000000000000     0.99211056854536     0.00000000000000
                 229    -0.47628259676981     0.00000000000000    -0.46542005934526     0.00000000000000     0.94170265611507     0.00000000000000
                 230    -0.49611528668575     0.00000000000000    -0.39972553570671     0.00000000000000     0.89584082239246     0.00000000000000
                 231    -0.47843717576324     0.00000000000000    -0.41199977429119     0.00000000000000     0.89043695005443     0.00000000000000
                 232    -0.49929351397993     0.00000000000000    -0.46268119320702     0.00000000000000     0.96197470718695     0.00000000000000
                 233    -0.49944930244979     0.00000000000000    -0.47144372716773     0.00000000000000     0.97089302961753     0.00000000000000
                 234    -0.47478260088443     0.00000000000000    -0.45680991576760     0.00000000000000     0.93159251665203     0.00000000000000
                 235    -0.49946047418448     0.00000000000000    -0.48372722435629     0.00000000000000     0.98318769854077     0.00000000000000
                 236    -0.49965824518316     0.00000000000000    -0.48075778865741     0.00000000000000     0.98041603384057     0.00000000000000
                 237    -0.47722572886091     0.00000000000000    -0.47074682327009     0.00000000000000     0.94797255213100     0.00000000000000
                 238    -0.49918462975358     0.00000000000000    -0.46465692388626     0.00000000000000     0.96384155363984     0.00000000000000
                 239    -0.49963886136333     0.00000000000000    -0.48468201055821     0.00000000000000     0.98432087192154     0.00000000000000
                 240    -0.47290331960779     0.00000000000000    -0.40561679922798     0.00000000000000     0.87852011883578     0.00000000000000
                 241    -0.49945968639652     0.00000000000000    -0.47260937242120     0.00000000000000     0.97206905881771     0.00000000000000
                 242    -0.49923118165849     0.00000000000000    -0.47052097781318     0.00000000000000     0.96975215947167     0.00000000000000
                 243    -0.48268179054913     0.00000000000000    -0.42597780364677     0.00000000000000     0.90865959419591     0.00000000000000
                 244    -0.49910556638891     0.00000000000000    -0.46915056338121     0.00000000000000     0.96825612977012     0.00000000000000
                 245    -0.49929928159859     0.00000000000000    -0.46512410539317     0.00000000000000     0.96442338699176     0.00000000000000
                 246    -0.49740258446543     0.00000000000000    -0.40922674487741     0.00000000000000     0.90662932934284     0.00000000000000
                 247    -0.49937503347575     0.00000000000000    -0.49400067893580     0.00000000000000     0.99337571241156     0.00000000000000
                 248    -0.49780354281291     0.00000000000000    -0.44713191726110     0.00000000000000     0.94493546007401     0.00000000000000
                 249    -0.49913081436862     0.00000000000000    -0.42917027948970     0.00000000000000     0.92830109385832     0.00000000000000
                 250    -0.49980707267488     0.00000000000000    -0.47495271218686     0.00000000000000     0.97475978486173     0.00000000000000
                 251    -0.49915653560367     0.00000000000000    -0.42081508652244     0.00000000000000     0.91997162212611     0.00000000000000
                 252    -0.49927654263653     0.00000000000000    -0.43986826144044     0.00000000000000     0.93914480407697     0.00000000000000
                 253    -0.49971517682561     0.00000000000000    -0.49448461094541     0.00000000000000     0.99419978777101     0.00000000000000
                 254    -0.49966084233081     0.00000000000000    -0.48654115585531     0.00000000000000     0.98620199818612     0.00000000000000
                 255    -0.49900781344779     0.00000000000000    -0.44004218011207     0.00000000000000     0.93904999355986     0.00000000000000
                 256    -0.49795498301951     0.00000000000000    -0.44949876975086     0.00000000000000     0.94745375277037     0.00000000000000
